row_index,text,entity,role,ID
443,information pre order a lot of a lot of reset indonesia karya farid gaban dandhy laksono yusuf priambodo dan benaya harobu kesaksian generasi jurnalis dari perjalanan mereka berkeliling indonesia resetindonesia,farid gaban,PER,457
443,information pre order a lot of a lot of reset indonesia karya farid gaban dandhy laksono yusuf priambodo dan benaya harobu kesaksian generasi jurnalis dari perjalanan mereka berkeliling indonesia resetindonesia,dandhy laksono yusuf priambodo,PER,457
443,information pre order a lot of a lot of reset indonesia karya farid gaban dandhy laksono yusuf priambodo dan benaya harobu kesaksian generasi jurnalis dari perjalanan mereka berkeliling indonesia resetindonesia,benaya harobu,PER,457
456,sesuai pernyataan lu orang jahat lebih konkrit dan realistis ternyata polisipembunuhrakyat dprbebannegara resetindonesia,lu,PER,470
457,atas atas atas laporan tempo dalang kerusuhan demo resetindonesia,tempo,ORG,471
458,walau tidak semua poin aku setuju dan aku juga punya pendekatan yang sangat berbeda dalam melihat situasi hari ini aku tidak bisa lagi melihatnya di level teknokratik belaka tapi aku mengapresiasi gercep nya mereka niat kita semua sama kok resetindonesia,resetindonesia,ORG,472
462,obat ketakutan paling mujarab adalah melawan munir said thalib resetindonesia septemberhitam,munir said thalib,PER,476
466,yang bilang atau merasa working at home sudah protesnya begitu doang what diemdiem klean bahkan dalam perang pun ada istilahnya perang dingin tidak semua pertempuran itu harus menimbulkan luka teman kita isi ulang dulu lalu kembali saat semuanya sorry if already posted resetindonesia resetindonesia,resetindonesia resetindonesia,ORG,480
470,dih band oportunis jangan jadi pelupa you teman resetindonesia polisipembunuh dprbebannegara,dih,PER,484
473,keren tapi maaf salah fokus sama lovesick resetindonesia,lovesick resetindonesia,ORG,487
474,ini salma salsabil yang kemarin di panggung pestapora bersuara tentang perlawanan panjang umur perlawanan resetindonesia,salma salsabil,PER,488
475,batas waktu sudah lewat perjuangan belum selesai sampai sekarang tidak ada keadilan untuk orang meninggal masih hilang lukaluka warga ditangkap data dari ylbhi dan kontras kita terus kawal bersama resetindonesia indonesiaberbenah,ylbhi,ORG,489
475,batas waktu sudah lewat perjuangan belum selesai sampai sekarang tidak ada keadilan untuk orang meninggal masih hilang lukaluka warga ditangkap data dari ylbhi dan kontras kita terus kawal bersama resetindonesia indonesiaberbenah,kontras,ORG,489
475,batas waktu sudah lewat perjuangan belum selesai sampai sekarang tidak ada keadilan untuk orang meninggal masih hilang lukaluka warga ditangkap data dari ylbhi dan kontras kita terus kawal bersama resetindonesia indonesiaberbenah,resetindonesia indonesia,ORG,489
481,hiya juga you ibuprofen kerudung pink kemarin itu bukan hanya merepresentasikan keberanian lewat warna pink nya tapi juga stres mewakili sekali ibuprofen capekjadiwni resetindonesia,##profen capekjadiwni,PER,495
481,hiya juga you ibuprofen kerudung pink kemarin itu bukan hanya merepresentasikan keberanian lewat warna pink nya tapi juga stres mewakili sekali ibuprofen capekjadiwni resetindonesia,resetindonesia,ORG,495
484,tapi garis besar yang terjadi pasca kerusuhan degradasi prabroro dengan usaha menyematkan kembali citra sebagai pelanggar ham tapi naiknya citra fufufafa mulai dari foto foto dengan ojol bagi bagi sembako roadshow siskamling dsb no offence debate resetindonesia,prabroro,PER,498
484,tapi garis besar yang terjadi pasca kerusuhan degradasi prabroro dengan usaha menyematkan kembali citra sebagai pelanggar ham tapi naiknya citra fufufafa mulai dari foto foto dengan ojol bagi bagi sembako roadshow siskamling dsb no offence debate resetindonesia,fufufafa,PER,498
484,tapi garis besar yang terjadi pasca kerusuhan degradasi prabroro dengan usaha menyematkan kembali citra sebagai pelanggar ham tapi naiknya citra fufufafa mulai dari foto foto dengan ojol bagi bagi sembako roadshow siskamling dsb no offence debate resetindonesia,resetindonesia,ORG,498
488,jadi inilah satu alasan negara banyak hutang ibuprofen sri bapak presiden dan wapres ini masih sebagian yang terlihat masih ada institusi institusi pemerintah yang lain janganlah yang disalahin dan diperas rakyatnya terus resetindonesia,sri,PER,502
497,thank kamu buat tidak nya kakak aku mau sparkle indonesiagelap resetindonesia prayforindonesia,resetindonesia prayforindonesia,ORG,511
498,resetindonesia teknologi sudah maju kok tidak mikir karena hidup di desa jadi pikirannya tidak kritis kah pemerataan pendidikan ini perlu sangat pejabat apa tidak kasihan amplifier malu sama kualitas sdm masyarakat,resetindonesia,ORG,512
499,izin ikut tidak nya you rragh anaxagoras rragh resetindonesia,rragh anaxagoras,PER,513
503,peringatan tahun dibunuhnya munir oleh operasi intelijen badan intelijen negara buy it now indonesiagelap resetindonesia ylbhi,munir,PER,517
506,nadiem makarim di pusaran korupsi laptop chromebook tukang kupas perkara resetindonesia indonesiacemas,nadiem makarim,PER,520
506,nadiem makarim di pusaran korupsi laptop chromebook tukang kupas perkara resetindonesia indonesiacemas,resetindonesia indonesiacemas,ORG,520
508,dokumentasi hari ini korea bergerak longmarch aksi damai dan panggung suara rakyat bertemu mentor terhormat kakak khai tawa berlebihan resetindonesia,kakak khai,PER,522
511,hasil pengeluaran sydney lotto hari ini minggu result selamat kepada pemenang siapwd resetindonesia bbcprovokator pondphuwinfancon,siapwd resetindonesia,ORG,525
512,masih banyak naran yang dibungkam masih banyak victor tiva dan antekanteknya yang dihilangkan masih banyak krailert yang enggan melawan masih banyak trin yang berusaha dibutakan masih banyak tanwa yang memilih diam shineep6 resetindonesia acab,victor tiva,PER,526
512,masih banyak naran yang dibungkam masih banyak victor tiva dan antekanteknya yang dihilangkan masih banyak krailert yang enggan melawan masih banyak trin yang berusaha dibutakan masih banyak tanwa yang memilih diam shineep6 resetindonesia acab,resetindonesia acab,ORG,526
517,ini bukan sekedar adegan tapi sebuah gambaran kenyataan bagaimana sebuah parlemen berjalan gaungan dialog itu nyata adanya penindasan dan kekerasan seakan sudah menjadi nama tengah aparat shineep6 resetindonesia acab,shineep6 resetindonesia acab,ORG,531
520,hihihi punyaku sudah diterimaa dengan sangat cantik thankyou jadi much yang sudah buat ini dan tementemen lainnya yang sudah mengadakan alright untuk donation terus berkarya dan bersuaraa artist indonesia artistbersuara resetindonesia,artist indonesia artistbersuara resetindonesia,ORG,535
523,hitam resetindonesia septemberhitam munir arekgerak illustrator pengarang serabutan,munir arekgerak,PER,538
531,hasil pengeluaran toto cambodia hari ini minggu result selamat kepada pemenang siapwd resetindonesia bbcprovokator pondphuwinfancon,toto cambodia,ORG,546
531,hasil pengeluaran toto cambodia hari ini minggu result selamat kepada pemenang siapwd resetindonesia bbcprovokator pondphuwinfancon,siapwd resetindonesia,ORG,546
532,oiyaa aku dan mau bagi bagi postcard di alright exhibition rumpun kokokita tokyo yang diselenggarakan oleh ignorant bagi teman teman yang ada di just playing tolong beri visit begitu resetindonesia artistbersuara,ignorant,ORG,547
532,oiyaa aku dan mau bagi bagi postcard di alright exhibition rumpun kokokita tokyo yang diselenggarakan oleh ignorant bagi teman teman yang ada di just playing tolong beri visit begitu resetindonesia artistbersuara,resetindonesia artistbersuara,ORG,547
536,kalau pilpres rakyat masih memilih capres cawapres bdsrkan bansos amplop bagi bagi kaos yang penting anak muda walaupun plonga plongo gimmick joged joged maka tetap akan terulang akan punya presiden dan wapres seperti saat ini resetindonesia,resetindonesia,ORG,551
538,pati hampir kesusupan gara netizen nunjuk husein seakanakan pemimpin mereka padahal warga pati tidak pernah nunjuk dia polisimembunuh resetindonesia dprbebanrakyat,husein,PER,553
542,hasil pengeluaran baru york evening hari ini minggu result selamat kepada pemenang siapwd resetindonesia bbcprovokator pondphuwinfancon,siapwd resetindonesia,ORG,557
542,hasil pengeluaran baru york evening hari ini minggu result selamat kepada pemenang siapwd resetindonesia bbcprovokator pondphuwinfancon,pondphuwinfancon,PER,557
546,kalau dari cara pakai songkok yang benar jelas bukan netanyahu united polisipembunuh resetindonesia dprbebanrakyat,netanyahu,PER,561
547,hasil pengeluaran baru york midday hari ini minggu result selamat kepada pemenang siapwd resetindonesia bbcprovokator pondphuwinfancon,siapwd resetindonesia,ORG,562
549,ngengat sebagai tanda perjuangan hidupnya yang singkat itu dia dorong sekeras mungkin hanya untuk mengejar cahaya sekalipun dia tahu bagaimana cahaya yang dia tuju akan menyakitinya dia tahu betul cahaya itu adalah tujuan akhirnya artistbersuara resetindonesia,artistbersuara resetindonesia,ORG,564
554,hastag resetindonesia hanya permulaan mengajak seluruh warga indonesia di amerika serikat untuk berkumpul membangun jembatan terhadap sesama warga di sebagai dan indonesia masalah sistemik dan struktural harus diselesaikan dengan keseriusan dan keterbukaan,hastag resetindonesia,ORG,569
557,kita ini seperti ibarat bahasa jawanya kegeden ampyak artinya gongnya doang gede resetindonesia tapi implementasinya pengecut tidak tahu akar dasar kerusakan tahun yaitu jokowi dan anaknya against kkn representasi reset what malah yang dibahas potongan gaji potong dulu kepalanya,jokowi,PER,572
561,itu satu content dengan resetindonesia has view tawa berlebihan dapat tidak padahal sudah just a minute dan gmngkin dpet view nyenyenye mematikan fitur exciting dengan sukarela aah tahi,resetindonesia,ORG,576
563,punya majikan baru mulyono occrp polisipembunuh resetindonesia dprbebanrakyat,mulyono,PER,578
571,resetindonesia stop it penjarain semua mafia ganti kapolri ganti menteri pasang orang orang yang kompeten perampingan kalau hapus semua tunjangan dpr gaji max 3x umr daerahnya tes daftarnya seperti cpns naikin gaji tenaga pengajarampnakes administrator on forum network etc 2x umr pembangunan area 3t kemudian mati ditembak,##ampnakes,PER,586
572,dari kejadian pestapora ini pemerintah bisa tidur nyenyak hey you rapatkan suara lagi tetap fokus utama tuntutan harus kita tagih resetindonesia acab1312 bubarkandpr,resetindonesia,ORG,587
573,resetindonesia kawal tuntutan rakyat ini masih belum berakhir,resetindonesia,ORG,588
574,dia luhut tito pratikno adalah akhir boyfriend over shoulder rakyat indonesia yang masih waras polisipembunuh resetindonesia dprbebanrakyat,luhut tito pratikno,PER,589
580,gift sederhana ini semoga bisa jadi kenang kenangan untuk beberapa orang hadir dan ketemu sama aku hari ini resetindonesia sudutrajutspecialchallenge artistbersuara,resetindonesia sudutrajutspecialchallenge artistbersuara,ORG,595
581,tahi sangat jokowi kalau diadili langsung pancung resetindonesia polisipembunuh dprbebannegara bapak ignasius jonan dirut penyelamat kai nolak kereta cepat langsung dipecat,jokowi,PER,596
581,tahi sangat jokowi kalau diadili langsung pancung resetindonesia polisipembunuh dprbebannegara bapak ignasius jonan dirut penyelamat kai nolak kereta cepat langsung dipecat,ignasius jonan,PER,596
584,tidak usah jauhjauh ke timur tengah buat lihat idf di indonesia sudah diwakilkan parcok polisipembunuh resetindonesia dprbebannegara,dprbebannegara,PER,599
586,dosa jariyah mulyono pemuka pemerintah termul yang membela mereka dead on arrival aku mengikuti dead on arrival nabi musa ke firaun ini polisipembunuh resetindonesia dprbebannegara,mulyono,PER,601
590,bengong bengong tetiba kepikiran bagaimana administrasi kebentuk dari zaman rasulullah khalifah umar buy it now abdul azis dan dibikin keren harun arrasyid yang rangkul paralytic ulama dan mensejahterakan ulama hey you bisa hey you pemerintahan kita mengikuti cara rasululah resetindonesia,abdul azis,PER,606
590,bengong bengong tetiba kepikiran bagaimana administrasi kebentuk dari zaman rasulullah khalifah umar buy it now abdul azis dan dibikin keren harun arrasyid yang rangkul paralytic ulama dan mensejahterakan ulama hey you bisa hey you pemerintahan kita mengikuti cara rasululah resetindonesia,harun arrasyid,PER,606
593,pause dulu katanya guru itu profesi yang noble tapi kenapa pelajar dibungkam you kenapa riset tidak diperbolehkan jadi sebenarnya negara kita itu menjunjung tinggi ilmu apa tidak sih resetindonesia,resetindonesia,ORG,609
595,woiiy lah itu yang dipotong pajak hanya tunjangan konstitusional panteek rakyat saja gaji pokok kena pajak tunjangan kena pajak thr kena pajak bonus kena pajak kagak adil bangsaat resetindonesia,resetindonesia,ORG,611
596,menurut aku kita berduka buat indonesia saja alias resetindonesia anjay,anjay,PER,612
605,mending segini saja lah wkwkw dongo mengikuti anjing filosofinya tugasnya buat apa wakil rakyat dan bukan karir untuk jadi seperti mending minggat dari negara busuk ini lah resetindonesia,resetindonesia,ORG,621
608,terima kasih banyak buat kakak yang sudah mengadakan tidak nya dan dapat leot pinkeu cantik ini terimakasih juga buat kakak jaden sudah bikin leot secantik ini semoga lancar rezeki semua indonesiagelap resetindonesia prayforindonesia,indonesiagelap resetindonesia prayforindonesia,ORG,624
610,memperbarui playlist lawan berisi lagu yang sudah kalian tambahkan pada update terakhir playlist spotify ini tambahkan rekomendasi lagumu yang cocok juga melalui link di biologi kami resetindonesia lawan acab somniumsaic,##list spotify,ORG,626
610,memperbarui playlist lawan berisi lagu yang sudah kalian tambahkan pada update terakhir playlist spotify ini tambahkan rekomendasi lagumu yang cocok juga melalui link di biologi kami resetindonesia lawan acab somniumsaic,resetindonesia,ORG,626
612,tercyduk menteri kehutanan raja juli main domino dengan tersangka pembalakan liar resetindonesia,tercyd,PER,628
612,tercyduk menteri kehutanan raja juli main domino dengan tersangka pembalakan liar resetindonesia,juli main domino,PER,628
621,dengan situasi saat ini meskipun telah ada respon dari presiden prabowo atas demonstrasi yang dilakukan oleh gerakan demokratis yang menuntut perbaikan kondisi rakyat dengan berbagai masalah yang dilahirkan resetindonesia,prabowo,PER,638
626,hasil pengeluaran sydney lotto hari ini sabtu result selamat kepada pemenang siapwd resetindonesia bbcprovokator pondphuwinfancon,siapwd resetindonesia,ORG,643
627,buzzer parcok parjo pemerentah media bayaran orang demo bakar fasum disisi lain orang pas pagi demo baca tarot fitnah lebih kejam dari pembunuhan bung suatu saat kalian yang nebar fitnah ini akan dapat ganjarannya resetindonesia,parcok parjo,PER,644
627,buzzer parcok parjo pemerentah media bayaran orang demo bakar fasum disisi lain orang pas pagi demo baca tarot fitnah lebih kejam dari pembunuhan bung suatu saat kalian yang nebar fitnah ini akan dapat ganjarannya resetindonesia,resetindonesia,ORG,644
